file_name;transcription;language;emotion;model_transcription
f_rab068aen;Change on the inside!;english;anger; Change on the inside.
f_rab068ben;Take chances, make mistakes.;english;anger; Take chances, make mistakes.
f_rab069aen;Yes! Sometimes it's important not to be perfect, okay? It's important to do the wrong thing.;english;anger; Yes! Sometimes it's important not to be perfect, okay? It's important to do the wrong thing!
f_rab070aen;No, to make them.;english;anger; No, to make them!
f_rab070ben;To find out what's real and what's not. To find out what you feel.;english;anger; to find out what's real and what's not to find out what you feel.
f_rab082aen;No boxing out of the house. All right?;english;anger; No boxing out of the house, all right?
f_rab082ben;No boxing. Period!;english;anger; No boxing, period!
f_rab083aen;You're gonna stay in school.;english;anger; You're gonna stay in school!
f_rab083ben;And then you're gonna go to college and you're gonna have professions.;english;anger; And then you're gonna go to college and you're gonna have professions.
f_rab083cen;Because you're not gonna have your skulls smashed in too!;english;anger; because you're not gonna have your skull smashed in too!
f_rab084aen;Do you understand me?;english;anger; Do you understand me?
f_rab084ben;Is that clear?;english;anger; Is that clear?
f_rab087aen;But you find a way out of that fight. Break your hand again if you have to.;english;anger; But you find a way out of that fight. Break your hand again if you have to.
f_rab089cen;Well I got scared and I didn't say anything. And ten seconds later I had a gun in my face.;english;anger; Well, I got scared and I didn't say anything and 10 seconds later I had a gun in my face!
f_rab090ben;And this time it'd be really fucking great if you acted like you actually gave a shit.;english;anger; And this time it'd be really fucking great if you acted like you actually gave a shit.
f_rab092aen;Do you have any idea how that felt?;english;anger; Do you have any idea how that felt?
f_rab092ben;To have that pig's hands all over me.;english;anger; to have that pig's hands all over me.
f_rab098aen;It doesn't make sense that you are sitting here doing this all day long.;english;anger; It doesn't make sense that you're sitting here doing this all day long.
f_rab099aen;The case is over.;english;anger; The case is over.
f_rab102aen;Bullshit John, it is splashed all over you. It's gonna follow you around forever.;english;anger; Bullshit, John, it's splashed all over you. It's gonna follow you around forever.
f_rab104aen;But that seems hard for you.;english;anger; But that seems hard for you.
f_tri002aen;I could have stopped him.;english;sadness; I could have stopped it.
f_tri004aen;I was aware that he would sometimes ...;english;sadness; I was aware that he would sometimes...
f_tri004ben;Wake up.;english;sadness; Wake up.
f_tri005aen;Crawl out of bed.;english;sadness; Crawl out of bed.
f_tri005ben;And walk about.;english;sadness; I'm Wookaboo.
f_tri006aen;He could open the baby gate.;english;sadness; He could open the baby gate.
f_tri009aen;Will this just go on and on?;english;sadness; Will it just go? No, no.
f_tri032cen;Those things.;english;sadness; those things.
f_tri039aen;Briony, there isn't much time.;english;sadness; There isn't much time.
f_tri039ben;Robbie has to report for duty at six.;english;sadness; My best report for duty at six.
f_tri039cen;And he's got a train to catch.;english;sadness; He's got a train to catch.
f_tri040aen;I'm very, very sorry.;english;sadness; I'm very, very sorry.
f_tri040ben;For the terrible distress that I've caused.;english;sadness; Is it terrible distress that I've caused?
f_tri040cen;I'm very, very sorry.;english;sadness; I'm very, very sorry.
f_tri046aen;He said that if you said that ...;english;sadness; He said that if he said that.
f_tri046ben;He has commitment papers for me to sign.;english;sadness; He has commitment papers for me to sign.
f_tri047aen;Would you have hurt me, John?;english;sadness; But you've hurt me, John.
f_tri049aen;But my, my girls, I just ...;english;sadness; But my girls, I just...
f_tri055aen;It's great here, it's really great. [non-verbal];english;sadness; It's great here, it's really great.
f_tri055ben;I don't know, I went to this shrine today.;english;sadness; I don't know why I went to this shrine today.
f_tri056aen;There were these monks and they were chanting.;english;sadness; There were these monks and they were chanting.
f_tri056ben;And ... I didn't feel anything.;english;sadness; and I didn't feel anything.
f_tri057aen;Nothing, it's okay. I'll call you later, okay?;english;sadness; Nothing, it's okay. I'll call you later, okay?
f_tri071aen;Do I make her proud?;english;sadness; Do I make her proud?
f_tri081aen;Jim, you didn't see.;english;sadness; gem you didn't see.
f_tri081ben;You weren't here.;english;sadness; You weren't here.
f_tri091ben;You would take me there with you.;english;sadness; you would take me now with you.
f_tri094aen;I only wish I were part of it.;english;sadness; I only wish I were part of it.
f_tri095ben;Then we must end this.;english;sadness; Then we must end this.
f_tri096aen;Without that family, you could never have written anything like this.;english;sadness; Without that family you could never have written anything like this.
f_tri096ben;You need them.;english;sadness; You need them.
m_ans001aen;It just bled like hell.;english;fear; It just, it just played like hella.
m_ans002aen;This guy tried to mug me and I swung on him and he sliced me.;english;fear; This guy tried to mug me and swung on him and sliced me.
m_ans003aen;So I'm walking to my car.;english;fear; So I'm walking to my car.
m_ans003ben;I say I don't smoke. He says neither does he.;english;fear; He said, I don't smoke. He says, neither do they.
m_ans003cen;My heart starts clocking a buck fifty because there is no one around but me and him.;english;fear; My heart starts clocking a buck fifty because there's no one around but me and him.
m_ans007aen;The mugger! I see how your mind's working.;english;fear; Yeah, the market, I see how your minds work.
m_ans007ben;I come home with blood on me the same night Katie's murdered.;english;fear; I think I'm home with blood on me the same night Katie's murdered.
m_ans007cen;I must have killed her, right?;english;fear; I must've killed her, right?
m_ans008aen;I can't trust my mind anymore, Celeste. I'm warning you.;english;fear; I can't trust my mind anymore, Celeste. I'm warning you.
m_ans013aen;I don't know.;english;fear; I don't know.
m_ans014aen;My name is Very Fucking Confused. What's your name?;english;fear; My name is very fucking confused! What's your name?
m_ans014ben;What's going on here?;english;fear; What's going on here?
m_ans015ben;I went to bed in my shithole apartment and woke up in an actual shithole.;english;fear; I went to bed in my shithole apartment and woke up in an actual shithole.
m_ans016aen;This is what they do man. They kidnap you and drug you.;english;fear; This is what they do, man. They kidnap you and drug you.
m_ans016ben;Before you know it, you're lying in a bathtub and your kidneys are on eBay.;english;fear; you know what you're lying in a bathtub and your kidneys are on ebay.
m_ans017aen;I'm not gonna risk breaking it. You throw me your tape!;english;fear; I'm not gonna risk breaking it. You throw me your tape.
m_ans018aen;Probably a joke, right?;english;fear; Probably a joke, right?
m_ans020aen;Who is that?!;english;fear; Who is that?
m_ans020ben;Who's in there?!;english;fear; Who's in there?
m_ans020cen;Come out!;english;fear; Come out!
m_ans020den;I'll kill you, you motherfucker!;english;fear; I'll kill you, you motherfucker!
m_ans021aen;Who is this?;english;fear; Who is this?
m_ans022aen;Yeah baby, it's me. I'm here.;english;fear; Yeah, baby, it's me.
m_ans030aen;With all due respect, this is preposterous! It doesn't make any sense!;english;fear; without due respect, this is preposterous. It doesn't make any sense.
m_ans101aen;What is that smell?;english;fear; What is that smell?
m_ans103aen;I need you!;english;fear; I need you!
m_ans103cen;Lawrence, get up!;english;fear; Lawrence! Get up!
m_ans104aen;Thank God! I thought you were dead!;english;fear; Thank God! I thought you were dead!
m_ans105aen;I told you. The same thing happened to me, see?;english;fear; I told you, same thing happened to me, see?
m_ans105ben;I wasn't lying, see?;english;fear; I wasn't lying, see?
m_ans107aen;Help! Someone help me!;english;fear; Help! Someone help me!
m_ans123aen;Probably dead.;english;fear; Probably dead.
m_ans124aen;Who's that?;english;fear; Who's that?
m_ans124ben;Who's that?;english;fear; Who's that?
m_ans150aen;Lawrence, get up!;english;fear; LARTS GET UP!
m_dis001aen;You know it's like saying: 'It's not a riot, it's rage. It's not crime, it's poverty.';english;disgust; You know, it's like saying, it's not a riot, it's rage. It's not crime, it's poverty.
m_dis002aen;Look at this sorry, miserable, squashed thing.;english;disgust; Look at this sorry, miserable squash thing.
m_dis002ben;Can anybody tell me what's wrong with this picture?;english;disgust; Can anybody tell me what's wrong with this picture?
m_dis003aen;Well, [non-verbal], let's see.;english;disgust; Well, let's see.
m_dis003ben;On my sixth birthday, my best friend at the time, Scott Tibbs, stabbed me with a rusty nail.;english;disgust; On my sixth birthday, my best friend at the time, Scott Tibbs, stabbed me with a rusty nail.
m_dis004aen;What I saw was you get into your car. That's it.;english;disgust; What I saw was you getting to your car, that's it.
m_dis004cen;I don't know how I got here, I don't know how you got here.;english;disgust; I don't know how I got here, I don't know how you got here.
m_dis005aen;Really? Obviously this cop thinks you are the one behind it all.;english;disgust; Really? Obviously, this cop thinks you're the one behind it all.
m_dis008ben;I keep regular office hours if there's any further information you might need on sayings, common phrases ...;english;disgust; I keep regular office hours if there's any further information you might need on sayings, common phrases.
m_dis008cen;My door's wide open.;english;disgust; My door's wide open.
m_dis011aen;Well, I'll make a note of it. Anything else I can do for you?;english;disgust; Well, I'll make a note of it. Anything else I can do for you?
m_dis013aen;You include me out. I've had enough of the convocations.;english;disgust; You include me out, I've had enough of the convocations.
m_dis014aen;And it seems you do too.;english;disgust; And it seems you do too.
m_dis015aen;Mother, I'm a very busy man.;english;disgust; Mother, I'm a very busy man.
m_dis015ben;I do not have time to help ... it pursue some ridiculous lawsuit.;english;disgust; I do not have time to help it pursue some ridiculous lawsuit.
m_dis016aen;Well, that's mutation, Mother. The miracle of genetics is I'm not you.;english;disgust; Well, that's mutation, mother. The miracle of genetics is, I'm not you.
m_dis017aen;So you'd be gone for quite a long time.;english;disgust; So you'd be gone for quite a long time.
m_dis018ben;I live with you. I know how much you study, or I should say don't study. And you do better than me.;english;disgust; I live with you, I know how much you study, or I should say don't study. And you do better than me.
m_dis020aen;I will save lives that could have otherwise not been saved.;english;disgust; I will save lives that could have otherwise not been saved.
m_dis021aen;You know, maybe I am. But you ask the average person ...;english;disgust; You know, maybe I am, but you ask the average person.
m_dis021ben;When death comes knocking at their door ... whether they want a prick on their side.;english;disgust; When death comes knocking at their door, whether they want a prick on their side.
m_dis023ben;Is it because your father was a doctor and his father was a doctor, some sort of genetic thing?;english;disgust; is because your father was a doctor and his father was a doctor, some sort of genetic thing.
m_dis027ben;People are good. Trust people?;english;disgust; People are good. Trust people.
m_dis031ben;Maybe you got a bunch of fat and happy fighters at home ... can afford to rest a month between bouts. I don't know. Lucky you! ;english;disgust; Maybe you got a bunch of fat and happy fighters at home can afford the rest of month between bouts. I don't know. Lucky yeah!
m_dis035aen;Saddam. His, his name's Saddam? Well that's, that's real good Bruce.;english;disgust; Saddam. His name's Saddam. Oh, that's real good, Bruce.
m_dis044aen;I misplaced an important complaint. That's their story.;english;disgust; I misplaced an important complaint. That's their story.
m_dis044ben;Wanna hear mine?;english;disgust; Wanna hear mine?
m_gio001aen;He's an idiot.;english;happiness; He's an idiot.
m_gio001ben;He's always been an idiot.;english;happiness; He's always been an idiot.
m_gio002aen;Great. Thanks.;english;happiness; Great, thanks.
m_gio002ben;Wish me luck.;english;happiness; Wish me luck.
m_gio003aen;On for a video fest tonight?;english;happiness; On for a video fest tonight?
m_gio003ben;I got some absolute classics.;english;happiness; I got some absolute classics.
m_gio005aen;Come on, one dance!;english;happiness; Come on, one dance.
m_gio010aen;You told me every other fucking thing.;english;happiness; You told me every other fucking thing.
m_gio014aen;Everybody has their own idea of what they think paradise is. [non-verbal];english;happiness; Everybody has their own idea what they think paradise is.
m_gio018aen;Relax, it's okay. There is no point in being nuts if you can't have a little fun.;english;happiness; Relax, it's okay. There's no point in being nuts if you can't have a little fun.
m_gio022aen;Gee, I love you guys.;english;happiness; Gee, I love you guys.
m_gio023aen;For the first time in eighteen years I'm going to be able to call the shots in my own life. Oh my God!;english;happiness; For the first time in 18 years I'm going to be able to call the shots in my own life. Oh my god!
m_gio034aen;Well, as often as they can.;english;happiness; Well, as often as they can.
m_gio041aen;Jesus H. Christ!;english;happiness; Jesus, say it's Christ.
m_gio041ben;Jesus, Mary and Joseph!;english;happiness; Jesus, Mary and Joseph!
m_gio046aen;You know, I might as well get an Ahooga horn and chase him around the ring.;english;happiness; You know, I might as well get in the Oglehorn and chase him around the ring.
m_gio049aen;You think because of that, the audience won't recognize him as being a black man?;english;happiness; You think because of that, the audience won't recognize him as being a black man?
m_gio058aen;Mr. Wheeler, you are magnificent.;english;happiness; Mr. Wheeler, you are magnificent.
m_gio062aen;I get your logic. Demi-capu coming right up.;english;happiness; Gecologic, Demi Capu coming right up.
m_gio100aen;That's some of the best shit I've ever heard come out of your mouth.;english;happiness; That's one of the best shit I've ever heard come out of your mouth.
m_gio101aen;Give the guy a break.;english;happiness; Give the guy a break.
m_gio102aen;I don't know. The girls like it.;english;happiness; I don't know, the girls like it.
m_gio103aen;Is that any way to talk to a guest? A friend of the family?;english;happiness; Is that any way to talk to a guest, a friend of the family?
m_gio105aen;Fucking A. Back from the dead.;english;happiness; fucking A back from the dead.
m_gio106aen;Fifty fucking pounds, man.;english;happiness; 50 fucking pounds, man.
m_gio107aen;I'm telling you, man, this kid is awesome as hell.;english;happiness; I'm telling you, man, this kid is awesome as hell.
m_gio108aen;I lost count, man.;english;happiness; I lost count, man.
m_gio108ben;Doesn't matter, man.;english;happiness; Then matter, man.
m_gio111aen;Make that second most beautiful invention!;english;happiness; Make that second most beautiful invention.
m_gio129aen;I'd feel a bit of a fool handing it over myself.;english;happiness; I feel a bit of a fool handing that over myself.
m_gio130aen;[non-verbal] I just use it for clean-up.;english;happiness; I didn't, I just used it for the, for cleanup.
m_gio135aen;[non-verbal] I gotta go see about a girl.;english;happiness; I gotta go see about it, girl.
m_gio140aen;Everybody has their own idea of what they think paradise is. [non-verbal];english;happiness; everybody has their own idea what they think paradise is.
m_gio140ben;The wife thinks it's paradise.;english;happiness; Life thinks it's paradise.
m_gio144aen;So I shared that with you.;english;happiness; Sorry I shared that with you.
m_gio144ben;And one night it was so loud it woke the dog up.;english;happiness; One night it was so loud it woke the dog up.
m_gio145aen;Well, like I say, they make me ask. You understand.;english;happiness; Well, like I said, they make me ask. You understand.
m_rab002aen;A walk!;english;anger; I walk.
m_rab002ben;Is that all? Just a walk.;english;anger; Is that all? Just a walk?
m_rab005den;You've tried to kill yourself twice.;english;anger; You've tried to kill yourself twice!
m_rab006aen;It was done for you!;english;anger; It was done for you!
m_rab006ben;It was done for your betterment!;english;anger; It was done for your betterment!
m_rab006cen;It was done out of love!;english;anger; It was done out of love!
m_rab010ben;And it fucking pisses me off!;english;anger; And he fucking pisses me off!
m_rab021aen;Shut the fuck up!;english;anger; THE FUCK UP!
m_rab021ben;This is my daughter I'm talking about!;english;anger; This is my daughter I'm talking about!
m_rab021cen;Everybody shut up!;english;anger; Everybody shut up!
m_rab021den;Shut up!;english;anger; SHUT UP!
m_rab022aen;Why the hell did you think I was there?;english;anger; Why the hell did you think I was there?
m_rab027aen;Tell me, I'm asking: 'What is there to understand?';english;anger; Tell me, I'm asking, what is that to understand?
m_rab050aen;Why do you think he does that, Gerry? Do you have any fucking clue why?;english;anger; Why do you think he does that, Jerry? Do you have any fucking clue why?
m_rab055aen;It's not about you, you mathematical dick!;english;anger; It's not about you, you mathematical dick!
m_rab055den;He is a good kid!;english;anger; He's a good kid!
m_rab064aen;Did you hear me? Shut up!;english;anger; Did you hear me? Shut up!
m_rab067aen;Now you either tell me what is really going on or I'll cut you with this, you hear me? I'll cut ...;english;anger; Now you either tell me what is really going on or I'll cut you with this, you hear me? I'll cut-
m_rab070aen;Well then don't keep me in the dark about what you're thinking!;english;anger; Well then don't keep me in the dark about what you're thinking!
m_rab072aen;Does that mean you saw what happened to me?;english;anger; Does that mean you saw what happened to me?
m_rab084aen;You goddamn well should!;english;anger; In god damn motion!
m_rab085aen;Yes!;english;anger; Yes!
m_rab087aen;I don't care if you love him!;english;anger; I don't care if you love him!
m_rab087ben;I'm telling you!;english;anger; I'm telling you!
m_rab089ben;There's a bus full of dead people!;english;anger; There's a bus full of dead people!
m_rab090aen;Who? Someone you know?;english;anger; Who? Someone you know?
m_rab092aen;No, you didn't tell me.;english;anger; No, you didn't tell me!
m_rab095aen;I don't like you!;english;anger; I don't like you.
m_rab096aen;Because you make my effort a joke!;english;anger; Because you make my effort a joke!
m_rab096ben;I want to be a doctor! This isn't a game to me!;english;anger; I wanna be a doctor! This is a game to me!
m_rab097aen;This isn't playtime!;english;anger; This isn't playtime!
m_rab097ben;This is serious business!;english;anger; This is serious business!
m_rab102aen;How hard can that be?;english;anger; How hard can that be?
m_rab115aen;Fights being stopped by referees? He's pathetic!;english;anger; Fights me and stop my reveries? He's pathetic!
m_rab121aen;What does that mean?;english;anger; What does that mean?
m_rab121ben;If she's not guilty, why am I?;english;anger; If she's not guilty, why am I?
m_tri002aen;Makes you feel ...;english;sadness; Thanks for being here.
m_tri002ben;... alian.;english;sadness; He'll eat it.
m_tri004ben;You know, after ...;english;sadness; You know, I have to...
m_tri004een;... then I ever was of being in ...;english;sadness; Never was a been
m_tri005aen;I loved her.;english;sadness; I loved it.
m_tri005cen;When we were sitting in that kitchen that night ...;english;sadness; when we were sitting in that kitchen at night.
m_tri005een;I don't want it.;english;sadness; I'm wanted.
m_tri007cen;She had to go meet Eve and Diane.;english;sadness; We have to go meet Eve and Diane.
m_tri008aen;We were gonna leave Sunday.;english;sadness; I'm gonna leave Sunday.
m_tri008ben;We were gonna get married when we got there.;english;sadness; We were going to get married when we got there.
m_tri009aen;I loved her so much.;english;sadness; I love her so much.
m_tri009cen;It doesn't happen twice.;english;sadness; It doesn't happen twice.
m_tri011aen;But now she wants to die.;english;sadness; But now she wants to die.
m_tri011cen;And I swear to God, Father ...;english;sadness; And I swear to God, Father.
m_tri011den;It's comitting a sin by doing it.;english;sadness; It's committing a sin by doing it.
m_tri011een;By keeping her alive I'm killing her.;english;sadness; I'm keeping her alive, I'm killing her.
m_tri011fen;Do you know what I mean?;english;sadness; Don't obey.
m_tri011gen;How do I get around that?;english;sadness; How do I get around that?
m_tri012aen;Went to see Maggie this morning.;english;sadness; I went to see Manga this morning.
m_tri012ben;You must have been somewhere else.;english;sadness; You must have been somewhere else.
m_tri014aen;But maybe you won't sign them.;english;sadness; Maybe you want something
m_tri014ben;Maybe you'll just give me some time.;english;sadness; Maybe you'll just give me some time.
m_tri014cen;I will try to figure this out.;english;sadness; I will try to figure this out.
m_tri015aen;Whatever you do, Rosen is right about one thing.;english;sadness; Whatever you do, Rosen is right about one thing.
m_tri015ben;You shouldn't be here.;english;sadness; You shouldn't be here.
m_tri015cen;I'm not safe anymore.;english;sadness; I'm not safe anymore.
