file_name;transcription;language;emotion;model_transcription;model_emotion;model_emotion_nowhisper
f_dis036bes;Y ningún sitio de esos es México.;spanish;disgust; y ningún sitio de esos es México.;fear;disgust
f_dis037aes; No lo sé. ¿No está enferma?;spanish;disgust; No lo sé. ¿No está enferma?;disgust;disgust
f_dis038aes;Creía que los enfermos se inventaban cosas a menudo.;spanish;disgust; Creía que los enfermos inventaban cosas a menudo.;disgust;disgust
f_dis042aes;¿Por qué compra esta tierra, Sr. Bloom?;spanish;disgust; ¿Por qué compré esta tierra, señor Bloom?;fear;fear
f_dis043aes;¿En vez  de comprarse un descapotable, se compra un pueblo? ;spanish;disgust; En vez de comprarse un descapotable, ¿se compra un pueblo?;fear;fear
f_dis049aes;Estoy a favor de la paz, Sr. Lud. Por eso estoy en la ONU. Para apoyar la diplomacia.;spanish;disgust; Estoy a favor de la paz, señor Lat. Por eso estoy en la ONU para apoyar la diplomacia.;disgust;disgust
f_dis108aes;No era una pregunta.;spanish;disgust; No era una pregunta.;disgust;disgust
f_dis150aes;Y tú puedes hacer lo todo, ¿no?;spanish;disgust; Y tú puedes hacerlo todo, ¿no?;disgust;disgust
f_dis201aes;Pero si ya lo hiciste.;spanish;disgust; Pero si ya lo hiciste.;happiness;happiness
f_dis202aes;Y antes de hoy, ¿no habías oído nunca hablar de mí? ;spanish;disgust; ¿Y antes de hoy no habías oído nunca hablar de mí?;fear;fear
f_dis204aes;¿Se ha muerto, o qué?;spanish;disgust; si ha muerto o qué.;sadness;fear
f_dis205aes;Una vez un ayudante dejó su mesa porque se rebanó la mano con un abrecartas.;spanish;disgust; Una vez un ayudante dejó su mesa porque se rebanó la mano con un abre cartas.;disgust;anger
f_dis206aes;Jamás creí que diría esto.;spanish;disgust; Jamás creí que diría esto.;disgust;disgust
f_dis901aes;Oh, os habríais librado de que los romanos os cortaran la cabeza, claro. ;spanish;disgust; ¿Os habríais librado de que los romanos os cortaran la cabeza?;fear;fear
f_dis902aes;¿Así que los dos habríais mentido hasta el punto de negar a Cristo?;spanish;disgust; Así que los dos habríais mentido hasta el punto de negar a Cristo.;disgust;disgust
f_gio002aes;Estoy curada.;spanish;happiness; Estoy curada.;disgust;disgust
f_gio012aes;Gracias señorita Burton.;spanish;happiness; Gracias, señorita Burton.;happiness;sadness
f_gio012bes;Tomaré nota de su consideración.;spanish;happiness; Tomaré nota de su consideración.;disgust;disgust
f_gio019aes;Eso es genial. Perfecto, sí.;spanish;happiness; Eso es genial. Perfecto, sí.;disgust;disgust
f_gio030aes;¡Eres tú!;spanish;happiness; Eres tú.;disgust;disgust
f_gio034aes;A veces, pero soy más discreta.;spanish;happiness; A veces, pero soy más discreta.;disgust;disgust
f_gio038aes;No, necesito un luchador con un master.;spanish;happiness; No, necesito un luchador con un máster.;disgust;disgust
f_gio040aes;Una noche saltó la barra y se ofreció a enseñarme a prepararlos. ;spanish;happiness; Una noche saltó la barra y se ofreció a enseñarme a prepararlos.;disgust;fear
f_gio044aes;Vuelve a la cama tesoro.;spanish;happiness; Vuelve a la cama, tesoro.;happiness;happiness
f_gio045aes;Eso es estupendo.;spanish;happiness; ¡Eso es estupendo!;anger;disgust
f_gio047aes;Al contrario.;spanish;happiness; Al contrario.;disgust;disgust
f_gio047bes;El otro día emprendimos una exploración a lo más recóndito de África en nuestro jardín.;spanish;happiness; El otro día emprendimos una exploración al más recóndito de África en nuestro jardín.;fear;fear
f_gio049aes;Les he dicho que tenía que pasar la tarde con un periodista ecuestre muy importante.;spanish;happiness; Les he dicho que tenía que pasar la tarde con un periodista ecuestre muy importante.;fear;fear
f_gio120aes;¡Oh, creía que se refería al juez!;spanish;happiness; Creía que se refería al juez.;disgust;anger
f_gio123aes;¡Muchas gracias!;spanish;happiness; Muchas gracias.;happiness;happiness
f_gio133aes;Creí que estabas viviendo un tórrido romance.;spanish;happiness; Creí que estabas viviendo un torrido romance.;disgust;disgust
f_gio144aes;¡Feliz cumpleaños!  [no verbal];spanish;happiness; ¡Feliz cumpleaños!;anger;anger
f_gio162aes;No  [no verbal] ¡sí!;spanish;happiness; No...;sadness;disgust
f_gio189aes;[no verbal] caray.;spanish;happiness; caray;happiness;disgust
f_gio201aes;Es que aquí hace calor.;spanish;happiness; Es que aquí hace calor.;disgust;disgust
f_gio203aes;¿Y sobre mí?;spanish;happiness; ¿Y sobre mí?;fear;fear
f_gio204aes;¿Puedo verla?;spanish;happiness; ¿Puedo verla?;anger;anger
f_gio206aes;Que acogedora.;spanish;happiness; Qué acogedora.;disgust;disgust
f_gio207aes;Se lo agradecería.;spanish;happiness; Se lo agradecería.;fear;disgust
f_gio208aes;No me siento tan mayor.;spanish;happiness; Me siento tan mayor.;disgust;disgust
f_gio209aes;Treinta y uno hasta mi próximo cumpleaños.;spanish;happiness; 30 y 1. Hasta mi próximo cumpleaños.;sadness;fear
f_gio210aes;Es preciosa.;spanish;happiness; ¡Es preciosa!;anger;disgust
f_gio212aes;[No verbal] ¿Qué significa?;spanish;happiness; ¿Qué significa?;anger;disgust
f_gio214aes;Me esperara que llegara eso.;spanish;happiness; Esperara que llegara eso.;disgust;disgust
f_rab003aes;¿Dónde estás?;spanish;anger; ¿Dónde estás?;fear;anger
f_rab008aes;Semejante obligación no existe.;spanish;anger; ¡Semejante obligación no existe!;anger;disgust
f_rab009aes;A todas horas soy atendida por médicos que me informan de mis propios intereses.;spanish;anger; A todas horas soy atendida por médicos que me informan de mis propios intereses.;fear;fear
f_rab010aes;Este pueblo me está afixiando.;spanish;anger; ¡Este pueblo me está asfixiando!;anger;fear
f_rab010bes;¡No lo es! Es la mía.;spanish;anger; ¡No lo es! ¡Es la mía!;anger;disgust
f_rab011aes;¡Por el amor de Dios, Dave!;spanish;anger; ¡Por el amor de Dios, Dave!;anger;anger
f_rab011bes;¿Por qué no dijiste lo de ese hombre?;spanish;anger; ¿Por qué no dijiste lo de ese hombre?;fear;fear
f_rab012aes;"Toda la prensa británica se ha levantado pensado: ""Sé dónde está Anna Scott"".";spanish;anger; Toda la prensa británica se ha levantado pensando, sé dónde está Ana Scott.;disgust;disgust
f_rab012bes;En esa casa de la puerta azul en Notting Hill.;spanish;anger; en esa casa de la puerta azul en Nothing Hill.;fear;fear
f_rab012ces;Y luego tú sales con tus ridículos calzoncillos.;spanish;anger; Y luego tú sales con tu ridículo, los calzoncillos.;disgust;disgust
f_rab013bes;Por el amor de Dios, tengo novio.;spanish;anger; ¡Por el amor de Dios tengo novio!;anger;disgust
f_rab014aes;Pero mañana saldrá tu foto en cada periódico de aquí a Tombuctú.;spanish;anger; Pero mañana saldrá tu foto en cada periódico de aquí a... Donbuktu.;fear;fear
f_rab015aes;Bueno, esta situación es perfecta para ti.;spanish;anger; Bueno, esta situación es perfecta para ti.;happiness;happiness
f_rab015bes;Mínima inversión, máxima publicidad.;spanish;anger; Mínima inversión, máxima publicidad.;disgust;disgust
f_rab015ces;"Vayas donde vayas la gente dirá: ""Oh, bien hecho, te has tirado a esa actriz"".";spanish;anger; Vayas donde vayas, la gente dirá ¡Oh, bien hecho! ¡Te has tirado a esa actriz!;anger;disgust
f_rab015des;Hemos visto las fotos.;spanish;anger; ¡Hemos visto las fotos!;disgust;disgust
f_rab029aes;Te da miedo que yo no te ame.;spanish;anger; ¿Te da miedo que yo no te ame?;anger;disgust
f_rab029bes;Y sabes que yo también tengo miedo.;spanish;anger; Y sabes que yo también tengo miedo.;disgust;disgust
f_rab029ces;Pero joder, debemos intentarlo, al menos habré sido honesta contigo.;spanish;anger; ¡Pero, joder, debemos intentarlo! ¡Al menos habré sido honesta contigo!;anger;disgust
f_rab034aes;Pues mal hecho, deberías haberme consultado.;spanish;anger; Pues mal hecho. Deberías haberme consultado.;disgust;disgust
f_rab037aes;Puede ser el objeto más valioso que tenemos.;spanish;anger; ¡Puede ser el objeto más valioso que tenemos!;anger;anger
f_rab042aes;¡Y quiero que me digas inmediatamente cuándo vas a venir a casa!;spanish;anger; ¡Que quiero que me digas inmediatamente cuándo vas a venir a casa!;anger;anger
f_rab047ces;Es que me gustaría que se me reconociera el hecho de que me mato intentándolo.;spanish;anger; Es que me gustaría que se me reconociera el hecho de que me mato intentándola.;disgust;disgust
f_rab064aes;¡No se acerque a ella!;spanish;anger; No se acerque a ella.;sadness;anger
f_rab068aes;No quiero decir por fuera, ¡cambia por dentro!;spanish;anger; No quiero decir por fuera, cambia por centro.;disgust;anger
f_rab068bes;¡Corre riesgos, comete errores!;spanish;anger; ¡Corre riesgos, comete errores!;anger;anger
f_rab069aes;¡Sí! En ocasiones es importante no ser perfecto, ¿vale? Es importante equivocarse.;spanish;anger; Sí, en ocasiones. Es importante no ser perfecto, ¿vale? Es importante equivocarse.;disgust;anger
f_rab070aes;No, para cometerlos.;spanish;anger; ¡Y no para cometerlos!;anger;disgust
f_rab082aes;Y se acabó el boxear fuera.;spanish;anger; ¡Y se acabó el boxear fuera!;anger;disgust
f_rab082bes;¿Entendido? No se boxea. ¡Punto!;spanish;anger; Entendido, no se boxea. Punto.;disgust;disgust
f_rab083aes;Seguiréis yendo al colegio.;spanish;anger; ¡Seguiréis yendo al colegio!;anger;disgust
f_rab083bes;Estudiaréis en la universidad y tendréis una profesión.;spanish;anger; que estudiaréis en la universidad y tendréis una profesión.;disgust;disgust
f_rab083ces;Porque no quiero que también os machaquen el cráneo.;spanish;anger; ¿Por qué no quiero que también os machacen el cráneo?;anger;disgust
f_rab084aes;¿Lo habéis entendido?;spanish;anger; ¿Lo habéis entendido?;fear;anger
f_rab084bes;¿Queda claro?;spanish;anger; ¿Qué es la clara?;fear;anger
f_rab087aes;Pero evita como sea ese combate. Si es necesario, rómpete la mano.;spanish;anger; Pero evita como sea ese combate. Si es necesario, rompete la mano.;fear;fear
f_rab089ces;Pues me he asustado y no he dicho nada y a los diez segundos tenía un arma en mi cara. ;spanish;anger; Pues me he asustado y no he dicho nada, ya los diez segundos tenía un arma en mi cara.;disgust;disgust
f_rab090aes;Y te aseguro que tu amigo, el de ahí, va a vender nuestra llave a uno de sus colegas.;spanish;anger; Y te aseguro que tu amigo el de ahí va a vender nuestra llave a uno de sus colegas.;disgust;disgust
f_rab090bes;Y esta vez sería de puta madre que actuaras como si te importara algo.;spanish;anger; Y esta vez sería de puta madre que actuaras como si te importara algo.;fear;fear
f_rab092bes;Teniendo las manos de ese cerdo por todas partes.;spanish;anger; Teniendo las manos de ese cerdo por todas partes.;disgust;anger
f_rab094aes;Que no se quede quieto mientras me meten mano.;spanish;anger; ¡Que no se quede quieto mientras me mete en mano!;anger;disgust
f_rab098aes;No tiene sentido que pases todo el día aquí encerrado. ;spanish;anger; No tiene sentido que pases todo el día aquí encerrado.;disgust;disgust
f_rab901aes;Estoy harta tí.;spanish;anger; ¡Estoy horta de ti!;anger;fear
f_tri001aes;Fue culpa mía.;spanish;sadness; Fue culpa mí.;disgust;disgust
f_tri002aes;Podía haberlo impedido.;spanish;sadness; Pude haberlo impedido.;disgust;disgust
f_tri003aes;No sabías que últimamente se despertaba.;spanish;sadness; No sabías que últimamente se despertaba.;disgust;disgust
f_tri004aes;Y yo sabía que algunas veces ;spanish;sadness; Yo sabía que algunas veces...;disgust;fear
f_tri005aes; se levantaba de la cama.;spanish;sadness; se levantaba de la cama.;happiness;happiness
f_tri005bes;Y andaba por ahí.;spanish;sadness; y andaba por ahí.;sadness;sadness
f_tri006aes;Se despertaba.;spanish;sadness; ¡Se despertaba!;anger;fear
f_tri007aes;Y se sentía confuso.;spanish;sadness; Yo se sentía confuso.;disgust;disgust
f_tri008aes;También me quiero morir.;spanish;sadness; Me quiero morir.;disgust;disgust
f_tri009aes;¿El dolor seguirá siempre igual?;spanish;sadness; El dolor seguirá siempre igual.;disgust;disgust
f_tri010aes;Será mucho peor.;spanish;sadness; Será mucho peor.;disgust;disgust
f_tri017aes;¿Tiene un caramelo?;spanish;sadness; Tiene un caramelo.;disgust;anger
f_tri018aes;Mami te envía millones y millones de besos.;spanish;sadness; Mami te envía millones y millones de besos.;sadness;sadness
f_tri023aes;Excepto lo que más deseo.;spanish;sadness; excepto lo que más deseo.;disgust;disgust
f_tri026aes;Estoy preocupada por Ray.;spanish;sadness; ¡Ya estoy preocupada por Ray!;anger;disgust
f_tri027aes;No se si él podrá soportarlo ;spanish;sadness; No sé si él podrá soportarlo.;disgust;fear
f_tri032ces;En esas cosas.;spanish;sadness; en esas cosas.;sadness;disgust
f_tri037aes;Y lo que parecía una estúpida sesión de fotos es una peli porno.;spanish;sadness; Y lo que parecía una estúpida sesión de fotos es una peliporno.;disgust;disgust
f_tri039aes;Briony, no queda mucho tiempo.;spanish;sadness; Rione, no queda mucho tiempo.;disgust;sadness
f_tri039bes;Robbie tiene que presentarse a las seis.;spanish;sadness; Robby tiene que presentarse a las 6.;happiness;disgust
f_tri039ces;Para coger el tren.;spanish;sadness; para coger el tren.;disgust;disgust
f_tri039des;Así que siéntate.;spanish;sadness; Así que siéntate.;disgust;disgust
f_tri040aes;Siento muchisimo.;spanish;sadness; Lo siento muchísimo.;disgust;disgust
f_tri040bes;El terrible dolor que os he causado.;spanish;sadness; el terrible dolor que os he causado.;fear;fear
f_tri040ces;Lo siento mucho.;spanish;sadness; Lo siento mucho.;disgust;disgust
f_tri041aes;Lo siento tanto.;spanish;sadness; Lo siento tanto.;sadness;disgust
f_tri044aes;No hay ningún William Parcher. ;spanish;sadness; No hay ningún William Parcher.;disgust;disgust
f_tri044bes;Sólo está en tu mente.;spanish;sadness; solo está en tu mente.;disgust;disgust
f_tri045aes;¿Lo entiendes, mi amor?;spanish;sadness; Lo entiendes, mi amor.;happiness;fear
f_tri045bes;No es real.;spanish;sadness; ¡No es real!;anger;disgust
f_tri045ces;Estás enfermo, John.;spanish;sadness; ¿Estás enfermo, Jordan?;fear;disgust
f_tri047aes;¿Intentarías hacerme daño?;spanish;sadness; ¿Intentarías hacerme daño?;fear;fear
f_tri049aes;Pero mis  mis hijas, ellas.;spanish;sadness; Pero mis... mis hijas ellas...;sadness;happiness
f_tri054aes;Otra decepción.;spanish;sadness; Otra decepción.;fear;fear
f_tri054ces;Que se va.;spanish;sadness; Qué sé yo.;disgust;disgust
f_tri059aes;Lo siento.;spanish;sadness; Y lo siento.;happiness;disgust
f_tri071aes;¿Te sientes orgullosa de mí?;spanish;sadness; ¿Te sientes orgullosa de mí?;fear;disgust
f_tri081aes;Jim, tú no lo has visto.;spanish;sadness; Jim, ¿tú no lo has visto?;disgust;disgust
f_tri085aes;Se lo han dado al tío de city core;spanish;sadness; se lo han dado al tío de CityCorp.;disgust;disgust
f_tri091bes;De que me llevarías contigo.;spanish;sadness; ¿De qué me llevarías contigo?;fear;disgust
f_tri094aes;Ojalá pudiera formar parte de el.;spanish;sadness; Ojalá pudiera formar parte de él.;disgust;disgust
f_tri096aes;Sin esa familia, nunca podrías haber escrito nada igual.;spanish;sadness; Sin esa familia nunca podrías haber escrito nada igual.;disgust;disgust
f_tri096bes;Les necesitas.;spanish;sadness; las necesitas.;sadness;sadness
f_tri097bes;Y que cuando vuelvas me cuentes hasta el último detalle. ;spanish;sadness; y que cuando vuelvas me cuentes hasta el último detalle.;fear;fear
m_ans001aes;Es sólo que sangra mucho.;spanish;fear; Eso es lo que sangra mucho.;disgust;disgust
m_ans002aes;Un tipo trató de atracarme, me  me defendí y me rajó.;spanish;fear; Un tío trató de atracarme, me defendí, me rajó.;fear;fear
m_ans003aes;Iba tranquilamente hacia mi coche.;spanish;fear; y va tranquilamente a la fiamincoche.;happiness;happiness
m_ans003bes;Le digo no fumo y me dice yo tampoco, así que.;spanish;fear; Le digo, no fumó y me dice, yo tampoco, así que...;anger;anger
m_ans007aes;Claro por eso crees que la maté yo.;spanish;fear; Claro, por eso crees que la maté yo.;disgust;disgust
m_ans007bes;Por llegar a casa manchado de sangre la noche que matan a Katie.;spanish;fear; Por llegar a casa manchado de sangre la noche que matan a Katie.;disgust;disgust
m_ans007ces;Por tanto debo haber sido yo, ¿verdad?;spanish;fear; Por tanto, debo haber sido yo, ¿verdad?;fear;fear
m_ans008aes;No puedo seguir confiando en mi mente, Celeste. No puedo más.;spanish;fear; No puedo seguir confiando en mi mente, Ceste. No puedo más.;disgust;disgust
m_ans011aes;¿Qué coño está pasando? ¿Dónde estoy?;spanish;fear; ¿Qué coño está pasando? ¿Dónde estoy?;fear;fear
m_ans013aes;No lo sé.;spanish;fear; ¡LOROSÉ!;anger;disgust
m_ans014aes;¿Y eso qué importa? Ahora estoy confundido. ¿Cómo te llamas tú?;spanish;fear; Y eso que importa, ahora estoy confundido, ¿cómo te llamas tú?;fear;fear
m_ans014bes;¿Qué coño pasa aquí?;spanish;fear; ¿Qué coño pasa aquí?;fear;fear
m_ans015bes;Fuí a dormir a mi apartamento y me he despertado en este lugar asqueroso.;spanish;fear; Fui a dormir a mi apartamento y me he despertado en este lugar asqueroso.;fear;fear
m_ans016aes;Es lo que suelen hacer. Te secuestran, te drogan.;spanish;fear; ¿Y eso que suelen hacer? ¿Te secuestran? ¿Te drogan?;fear;disgust
m_ans016bes;Y antes de que te des cuenta, tú estás en una bañera y tus riñones en otra persona.;spanish;fear; Y antes de que te des cuenta, tú estás en una bañera y tú riñones en otra persona.;disgust;disgust
m_ans020bes;¡¿Quién anda ahí?!;spanish;fear; ¡Que nada!;anger;anger
m_ans020ces;¡Sal!;spanish;fear; ¡San!;anger;anger
m_ans020des;¡Te mataré, cabrón!;spanish;fear; ¡Te mataré, cabrón!;anger;anger
m_ans021aes;¿Quién es?;spanish;fear; ¿Tienes?;anger;disgust
m_ans022aes;Sí, cariño, soy yo. Estoy aquí.;spanish;fear; Sí, cariño, yo estoy aquí.;disgust;disgust
m_ans023aes;Esto no formaba parte del trato.;spanish;fear; Esto no formaba parte del trato.;disgust;disgust
m_ans024aes;Alicia estaba trabajando para el gobierno.;spanish;fear; Alicia estaba trabajando para el gobierno.;fear;disgust
m_ans024bes;Existe una amenaza de proporciones catastróficas.;spanish;fear; Existe una amenaza de proporciones catastróficas.;fear;fear
m_ans030aes;Con el debido respeto, esto … esto es ridículo. ¡No tiene ningún sentido!;spanish;fear; Con el debido respeto, esto... Esto reciclo no tiene ningún sentido.;disgust;disgust
m_ans101aes;¿Qué es ese olor?;spanish;fear; ¿Qué es ese olor?;disgust;disgust
m_ans105aes;Sí, te lo dije. A mí me hizo lo mismo.;spanish;fear; ¡Sí, te lo dije! ¡A mí me hizo lo mismo!;anger;disgust
m_ans105bes;Lo es, no te mentía.;spanish;fear; ¡Lo ves, no te mentías!;anger;disgust
m_ans106aes;Me, me está electrocutando.;spanish;fear; Me... Me está electrocutando...;disgust;fear
m_ans107aes;¡Socorro, que alguien me ayude!;spanish;fear; Socorro! ¡Que alguien me ayude!;anger;disgust
m_ans124aes;¿Quién eres?;spanish;fear; ¿Quién eres?;disgust;disgust
m_ans124bes;¿Quién eres?;spanish;fear; ¿Quién eres?;disgust;disgust
m_dis001aes;"Es como decir: ""No es un revuelta, es rabia. No es un crimen, es pobreza"".";spanish;disgust; Es como decir, no es una revuelta, es rabia, no es un crimen, es pobreza.;disgust;disgust
m_dis002aes;Mira esta triste, miserable y aplastada cosa.;spanish;disgust; Mira esta triste, miserable y aplastada cosa.;sadness;sadness
m_dis002bes;¿Alguien puede decirme dónde está el fallo de esa fotografía?;spanish;disgust; ¿Alguien puede decirme dónde está el fallo de esa fotografía?;anger;disgust
m_dis003aes;Bueno, pues, quizás.;spanish;disgust; Bueno pues quizás...;happiness;happiness
m_dis003bes;Al cumplir seis años, mi mejor amigo, Scott Tibbs, me pinchó con un clavo, eso te no había contado.;spanish;disgust; Al cumplir seis años, mi mejor amigo Scott Pipps me pinchó con un clavo. Eso no te lo había contado.;fear;fear
m_dis005aes;¿A sí? Pues, ese poli piensa que tú estás detrás de todo.;spanish;disgust; ¿Ah, sí? Pues ese poli piensa que tú estás detrás de todo.;disgust;disgust
m_dis008bes;Tengo horas de consulta. Si necesitas más información sobre refranes, expresiones ;spanish;disgust; Tengo horas de consulta. Si necesitas más información sobre refranes, expresiones...;disgust;fear
m_dis014aes;Y al parecer, tú también.;spanish;disgust; Y al parecer tú también.;disgust;disgust
m_dis016aes;Bueno, eso se llama mutación, madre. El milagro de la genética es que yo no soy tú.;spanish;disgust; Bueno, eso se llama mutación, madre. El milagro de la genética es que yo no soy tú.;disgust;disgust
m_dis018bes;Vivo contigo. Sé cuanto estudias, o debería decir no estudias. Y sacas mejores notas que yo.;spanish;disgust; Vivo contigo, sé cuánto estudias o debería decir no estudias y sacas mejores notas que yo.;disgust;disgust
m_dis023bes;¿Es porque tu padre era médico y tu abuelo era médico?;spanish;disgust; ¿Es porque tu padre era médico y tu abuelo era médico?;fear;disgust
m_dis023ces;¿Es un asunto genético quizá?;spanish;disgust; ¿Es un asunto genético, quizá?;fear;fear
m_dis035aes;Saddam. ¿Se llama Saddam? Genial, estupendo, Bruce.;spanish;disgust; ¿Sadam? ¿Se llama Sadam? ¡Genial! ¡Estupendo, Bruce!;happiness;disgust
m_dis036aes;¡Concédete un ascenso por favor!;spanish;disgust; ¡Concédate un ascenso, por favor!;anger;anger
m_dis043aes;Construye barrios, no los destruye evidentemente.;spanish;disgust; Construye barrios, no los destruye evidentemente.;disgust;disgust
m_dis044aes;Extravié una importante demanda. Esa es su versión.;spanish;disgust; extravió una importante demanda, esa es su versión.;anger;anger
m_dis044bes;¿Te cuento la mía?;spanish;disgust; ¿Te cuento la mía?;fear;fear
