f_tri043ait;Non sono mai stati aperti.
f_tri043bit;Non esiste niente.
f_tri043cit;Non cè nessuna cospirazione John.
f_tri044ait;Non c’è nessun William Parker. 
f_tri044bit;Non è reale, è solo nella tua mente.
f_tri045bit;Sei malato.
f_tri045cit;Sei malato John.
f_tri046ait;Ha detto che se tu avessi detto questo …
f_tri046bit;Ha dei documenti per il ricovero coatto da farmi firmare.
f_tri049ait;Peró le mie, le mie figlie.
f_tri049bit;È così ingiusto per le babine [non-verbal]
f_tri052ait;Comunque non ho …
f_tri052bit;Ma in parte molto di quello che scrivono su di me.
f_tri054ait;Un’alta delusione.
f_tri054cit;Che se ne va.
f_tri055ait;Fantastica, sì davvero fantastica.
f_tri056ait;C'erano questi monaci che cantavano.
f_tri056bit;Ma non mi sono imozionata per niente.
f_tri056cit;Capisci?
f_tri057ait;Niente di più importante. Ti richiamo dopo. Va bene?
f_tri071ait;Fiera di tutto ciò che faccio.
m_ans002ait;Uno ha cercato di aggredirmi ed io, le ho tirato un pugno e lui mi ha tagliato.
m_ans003ait;Io stavo andando verso la mia macchina.
m_ans003bit;Io dico: Non fumo. Lui dice: Ne anch'io. E allora.
m_ans003cit;Sento il cuore che si mette a dare mille perchè lì non c’è nessuno oltre a noi due.
m_ans007ait;Ah il rapinatore, lo so come funziona il tuo cervello, lo so.
m_ans007bit;Io torno a casa tutto insanguinato la notte che Katty viene uccisa.
m_ans007cit;E l’assassino sono io vero?
m_ans008ait;Io non mi fido più ne anche della mia mente, devo avvertirti.
m_ans011ait;Cazzo sta succedendo. Dove sono.
m_ans012ait;Dove diavolo siamo!
m_ans013ait;Non lo so.
m_ans014ait;Perché devo dirti il mio nome?
m_ans014bit;Che cosa ci faccio qui.
m_ans015ait;Non ricordo niente.
m_ans015bit;Sono andato al letto nel mio appartamento e mi risveglio in questo posto di merda.
m_ans017ait;Non voglio rischiare di romperlo. Lanciami la cassetta.
m_ans018ait;È solo solo un brutto scherzo, vero?
m_ans020ait;Chi è?!
m_ans020bit;Chi sai?!
m_ans020cit;Fatti vedere!
m_ans020dit;Ti ammazzo figlio di puttana!
m_ans021ait;Chi è che parla?
m_ans022ait;Piccola sono io. Ti sento.
m_ans023ait;William io non pensavo di dover fare questo.
m_ans024ait;... hai svolto un incarico top secret per il governo.
m_ans024bit;Esiste la minaccia di un disastro di proporzioni catastrofiche.
m_ans030ait;Con tutto il rispetto, questo è assolutamente ridicolo. Non ha alcun senso!
m_ans100ait;Accendi la luce!
m_ans101ait;Che cos'è questa puzza tremenda.
m_ans103ait;Ho bisogno di te.
m_ans104ait;Ne abbemo paura che fossi morto.
m_ans105ait;Mi è successa la stessa cosa anche a me.
m_ans106ait;Sono stato colpito da scarice elettriche.
m_ans107ait;Aiuto!
m_ans107bit;Qualcuno mi aiuti!
m_ans112ait;Sì, si chiama Sed.
m_ans114ait;Che stà succedendo.
m_ans115ait;Eh, solo solo il greletto.
m_ans119ait;Era un lupo mannaro.
m_ans120ait;Io non ho ucciso Katty.
m_ans122ait;Lei stava seduta sopra il letto, e …
m_ans123ait;Dove sono, nei regno dei morti?
m_ans124ait;Chi è!
m_ans124bit;Gli ho parlato.
m_dis001ait;Come quando si dice: Non è una rivolta, è rabbia.
m_dis002ait;Gardate questa insignificante squallida cosa.
m_dis002bit;Qualquno sa dirme in che somiglia alla foto?
m_dis003ait;Aspetta la vediamo.
m_dis003bit;Quando ho compiuto sei anni il mio miglior amico di allora mi ha ferito con un chiodo arruginito.
m_dis005ait;Davvero? Eppure lo sbirro pensa che ci sia tu dietro tutto questo.
m_dis007ait;Perché ti arrabbi? Guarda che non me ne frega niente.
m_dis008ait;Lieto di esserle stato d'aiuto.
m_dis008bit;Ho un orario di ufficio fisso. Se ci sono ulteriori informazioni che lei habbia bisogno su detti o qualche proverbio.
m_dis008cit;La mia porta è apertissima.
m_dis010ait;Magari la prossima volta che va all'ospedale potrebbe portare anche noi.
m_dis011ait;Bene, nel prenderò nota. C'è altro che posso fare per lei?
m_dis013ait;Non includermi ne ho abbastanza delle convocazioni.
m_dis014ait;Papà starà benissimo. E poi lui a Jou.
m_dis014bit;E sembra che c'è l’abbia anche tu.
m_dis015ait;Mamma ho molto da fare ti prego.
m_dis015bit;Non ho tempo per aiutare questo coso a intentare una causa ridicola e inutile.
m_dis016ait;Questa è la mutazione mamma. Il miracolo della genetica è che non sono te.
m_dis018bit;Io vivo con te a so quanto studi o dovrei dire non studi. Eppure vai meglio di me.
m_dis019ait;Lasciamo perdere.
m_dis020bit;Perché più apprendo e più potrò avere la risposta giusta al momento giusto e salvare delle vite.
m_dis021ait;Ma chiedi a chi ti pare.
m_dis021bit;Se vogliono avere uno stronzo al loro fianco.
m_dis023bit;È perché tuo padre era dottore e suo padre era dottore?
m_dis023cit;È una cosa genetica?
m_dis035ait;Saddam, si chiama Saddam. Ah questo è fantastico Bruce.
m_dis035bit;Certo, appunterò una medaglia su un iracheno che si chiama Sandam.
m_dis043ait;Li costruisce i quartieri, non li vuole distruggere.
m_dis044ait;Ho smarrito un ricorso importante. Questa è la loro versione.
m_dis044bit;Vuole sentire la mia?
m_dis101ait;O no potremmo anche convincere Alma a lasciarci adottare le mie figlie.
m_dis103ait;A mantenere la baracca pensarebbe tuo suocero.
m_dis104ait;E dai rubinetti uscirebbe il miele. Eh bravo genio. Un’idea geniale. Complimenti.
m_dis105ait;Non ti ho detto neanche che la mia ultima ragazza era una femminista vegetariana.
m_dis107ait;Ma Gerry non può obbligarci a fare cose vietate dalla legge.
m_dis108ait;Della morte di un pedofilo non frega niente a nessuno. Perché non dire la verità.
m_dis109ait;Oh, ne possiamo parlare, ma non andiamo avanti con il lavoro.
m_dis110ait;Martin scusa non puoi occupartene tu.
m_gio001ait;[non-verbal] è un'idiota.
m_gio001bit;È sempre stato un ideota.
m_gio002bit;Fammi gli auguri.
m_gio003bit;Ho dei veri e propri classici.
m_gio004ait;Sarebbe eccitante però non trovi se, se uno famoso entrasse nel negozio.
m_gio005ait;Vado solo.
m_gio005bit;Mi ha davero ipnotizzato Sed.
m_gio010ait;Mi ha detto già qualunque cazzata.
m_gio010bit;Cristo santo.
m_gio014ait;Tutti hanno un’idea personale di quello che credono sia il paradiso.
m_gio015ait;Accidenti che signora simpatica.
m_gio016ait;Noioso da morire.
m_gio017ait;[non-verbal] è meraviglioso 
m_gio018ait;Rilassati lo so. A che scopo essere matto se non ti puoi divertire.
m_gio022ait;Dio ... vi voglio bene.
m_gio044ait;E poi mangiava una montagna di pure di patate.
m_gio046ait;Potrai anche rimediare una trombetta e correrli indiatro intorno al ring.
m_gio049ait;La gente non lo identificherà come personaggio di colore.
m_gio049bit;[non-verbal] andiamo.
m_gio056ait;Grazie non ho altre domande.
m_gio058ait;Signor Wheeler è magnifico e straordinario.
m_gio062ait;Capisco la tua logica. Mezzo cappucino in arrivo.
m_gio100ait;Queste sono le parole migliori che potevano uscire.
m_gio103ait;È questo il modo di parlare a unospite?
m_gio108ait;Ho perso il conto.
m_gio109ait;Arriverai, certo.
m_gio110ait;Non sei meno [non-verbal]
m_gio111ait;Ecco la seconda più grande invenzione.
m_gio113ait;Fantastico Larry. È meraviglioso, andremo daccordo vedrai.
m_gio114ait;È un piacere vederti.
m_gio115ait;Guarda che meraviglia.
m_gio116ait;L’hai centrato!
m_gio117ait;Sei un grande!
m_gio118ait;Dave tu hai una vaga idea di che storia di successo sei diventato.
m_gio119ait;Però tu Jimmy, guardi Brenda come se volessi staccarli il naso e farglielo mangiare.
m_gio120ait;Non no no, stai fresca figurati [non-verbal]
m_gio121ait;Stava andando verso la sua macchina per tornare a casa.
m_gio122ait;Forse c'è una critica.
m_gio123ait;Credevo che il paradiso fosse avere dei bambini.
m_gio124ait;Ah sì diceva così.
m_gio125ait;Signora mi dispiace ma temo che ci sia un malinteso.
m_gio127ait;Non sta mai seduta calma per un momento.
m_gio128ait;No lo so perché.
m_gio129ait;Mi sente un po' sciocco a dargliela di persona.
m_gio130ait;Non è così, l’ho usato, soltanto per ripulire.
m_gio132ait;Te ricordi che stavo solo scherzando.
m_gio133ait;C’ha creduto eh! non era male [non-verbal]
m_gio134ait;Ok lo conosco il tipo.
m_gio135ait;Ah  devo occuparmi di una ragazza.
m_gio136ait;Senza cielo ciò ne doveo immaginarme.
m_gio137ait;[non-verbal] grazie signora.
m_gio138ait;Su questo non ci piove.
m_gio139ait;Il vecchio Don è inutile come le tete su un cinghiale maschio.
m_gio140ait;Tutti hanno un’idea personale di quello che credono sia il paradiso.
m_rab002ait;Una passeggiata.
m_rab002bit;Tutto qui? Una passeggiata.
m_rab006ait;È stato fatto per te.
m_rab006bit;Perché tu potesti salvarti.
m_rab006cit;È stato fatto per amore.
m_rab007ait;Ho avuto il premio per la mia esibizione.
m_rab009ait;Credi che me lo avrebbero dato se fossi stato cosí.
m_rab010bit;E questo mi fa incazzare di bruto.
m_rab019cit;Se poi continuate a somministrarcele queste belle idiozie liberali.
m_rab019dit;Tutti si voltano dall’altra parte mentre il paese sta marcendo dal didentro.
m_rab019fit;Centotrentanni! Ma quanto tempo gli serve per riuscire ad integrarsi?
m_rab020ait;Non sono più un bambino di quattordici anni lo sai.
m_rab021ait;Zitti! Cazzo!
m_rab021bit;È di mia figlia che si stà parlando.
m_rab021cit;Dovete stare zitti!
m_rab022ait;Che diavolo c'ero venuto a fare.
m_rab045ait;Ma si guardi cazzo, lei è uno sposto.
m_rab045bit;Da lezioni ha me sulla vita.
m_rab046ait;Esatto è morta cazzo. Sua moglie creppa e lei s’incassa le sue fiscie e va via.
m_rab047ait;L’ha persa. Ha perso una grossa mano. Molte persone perdono una mano come questa ma hanno il fegato di ritornare in pista.
m_rab050ait;Ma perché credi che faccia così Jerry? Ti hè venuto il sospetto cazzo.
m_rab053cit;E tu e i tuoi colleghi mi vedete come un caso pietoso.
m_rab055ait;Io non te biasimo! Quio non si parla di te cazzone di un matematico.
m_rab055bit;È un bravo ragazzo!
m_rab055cit;Ve io non lascerò che tu lo faccia brandelli come ha cercato di fare a brandelli me ora.
m_rab055dit;Non lascerò che tu lo faccia sentire un fallito.
m_rab064bit;Io torno a casa quando o finite non un istante prima. È chiaro!?
m_rab067ait;O ti faccio a ffettine con questo!
m_rab070ait;E allora perché non mi dici quello che stai pensando!
m_rab084ait;E invece dovresti chiederlo!
m_rab087ait;Non mi interessa se lo ami!
m_rab089bit;C'è un autobus piano di morti!
m_rab096bit;Io voglio fare il medico questo non è un gioco per me.
m_rab097ait;Questo non è un passatempo.
m_rab097bit;Questa è una cosa molto seria.
m_rab102bit;Deve solo controllare che la sua testa sia un cazzo e stia attaccata al collo.
m_rab115ait;Un incontro interrotto dall’arbitro fa pena.
m_rab121ait;Cosa vorrebbe dire.
m_tri001ait;Ci può sentire.
m_tri001bit;Così solo, sai fare del male a qualcuno.
m_tri002ait;Ti fà sentire e come.
m_tri002bit;Un alieno.
m_tri004ait;Quando sono uscito di galera.
m_tri004bit;Sai dopo ...
m_tri004eit;Che per me quando ero in prigione.
m_tri005ait;Le volevo bene.
m_tri005bit;Soprattutto.
m_tri005cit;Perché a quel tavolo di cucina quella sera.
m_tri005dit;Era come se fossimo le ultime due pessone sulla terra.
m_tri005eit;Rifiutati.
m_tri006ait;Io voglio solo abbracciarla un’ultima volta.
m_tri007ait;Verso le otto.
m_tri008ait;E dovevamo partire domeni.
m_tri008bit;Dovevamo sposarci appena arrivati.
m_tri008cit;Era questo il piano.
m_tri009ait;Io l’amavo da more.
m_tri009bit;Non amerò nessun’altra così.
m_tri009cit;Succede una volta sola.
m_tri011ait;Però adesso ha deciso di morire.
m_tri011bit;E invece voglio solo tenerlo con me.
m_tri011cit;Le giuro su mio padre che sono.
m_tri011dit;So che sarebbe peccato mortale farlo.
m_tri011eit;Però ttenerla in vita è come ucciderla.
m_tri011fit;Capisce Padre.
m_tri011git;Che cosa bisogna fare.
m_tri012ait;Sono andato a trovarla stamattina.
m_tri012bit;Ho visto che tu non c’eri.
m_tri014ait;Beh forse tu non le firmerai.
m_tri014bit;Forse tu mi darai un po' di tempo.
m_tri014cit;Ed io cercherò di trovare una soluzione.
m_tri015ait;Qualunque cosa tu faccia Rosen ha ragione su un punto.
m_tri015cit;Non sei più al sicuro con me.
m_tri016ait;Non lo so.
m_tri016bit;Forsé il dottor Rosen può accompagnarti da tua madre.
m_tri025ait;Poi una sera scopre di aver commesso uno sbaglio con uno di loro.
m_tri026ait;Quel momento non fa che pensare a lui, non può dimenticare.
m_tri028ait;Lui non è più la stessa persona di una volta.
m_tri028bit;A sua moglie non piace la persona che lui è diventata.
m_tri029ait;A malappena si parlano. Ormai sono due strani.
m_tri029bit;E poi un giorno Malcom incontra un bambino meraviglioso.
m_tri030ait;Malcom decide di tentare di aiutare questo bambino.
m_tri030bit;Perché sente che …
m_tri030cit;… sarebbe come aiutare anche quell'altro.
m_tri038ait;Devi renderti conto che quando io ero piccolo lui era più spesso via che a casa.
m_tri038bit;Tanto che io cominciai a pensare che avessi una seconda vita altrove.
m_tri039ait;Un'altra famiglia.
m_tri041ait;Comunque sia lui preferisce la sua seconda vita.
